"table_schema","table_name","column_name","ordinal_position","data_type","numeric_precision","numeric_scale","character_maximum_length","is_nullable","is_pk","is_fk","fk_table_name","fk_column_name","schema","table_name-2","column_name-2","comment","object_type"
"public","tbl_data_types","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_data_types","definition",5,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_data_types","definition","A detailed explanation or description of the data type.","column"
"public","tbl_dataset_contacts","dataset_contact_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_dataset_contacts","dataset_contact_id","Primary key (automatically incremented).","column"
"public","tbl_dataset_contacts","contact_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_contacts","contact_id","public","tbl_dataset_contacts","contact_id","Identifies the contact person or organization related to the dataset.","column"
"public","tbl_dataset_contacts","contact_type_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_contact_types","contact_type_id","public","tbl_dataset_contacts","contact_type_id","Specifies the type of contact, such as provider or digitaliser.","column"
"public","tbl_dataset_contacts","dataset_id",4,"integer",32,0,NULL,"NO","NO","YES","tbl_datasets","dataset_id","public","tbl_dataset_contacts","dataset_id","Specifies the dataset the contact is related to.","column"
"public","tbl_dataset_contacts","date_updated",5,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dataset_masters","master_set_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_dataset_masters","master_set_id","Primary key (automatically incremented).","column"
"public","tbl_dataset_masters","contact_id",2,"integer",32,0,NULL,"YES","NO","YES","tbl_contacts","contact_id","public","tbl_dataset_masters","contact_id","Identifies the contact person or organization responsible for the master dataset.","column"
"public","tbl_dataset_masters","biblio_id",3,"integer",32,0,NULL,"YES","NO","YES","tbl_biblio","biblio_id","public","tbl_dataset_masters","biblio_id","Specifies the primary literature or reference related to the master dataset (e.g., Buckland & Buckland 2006 for BugsCEP).","column"
"public","tbl_dataset_masters","master_name",4,"character varying",NULL,NULL,100,"YES","NO","NO",NULL,NULL,"public","tbl_dataset_masters","master_name","Name or title assigned to the master dataset (e.g., MAL, BugsCEP, DendroLab).","column"
"public","tbl_dataset_masters","master_notes",5,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_dataset_masters","master_notes","Detailed description of the master dataset, including its nature (e.g., database, lab) and any pertinent tracking information.","column"
"public","tbl_dataset_masters","url",6,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_dataset_masters","url","Web address or URL related to the master dataset, which could be a project, lab, or other entity.","column"
"public","tbl_dataset_masters","date_updated",7,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dataset_masters","master_set_uuid",8,"uuid",NULL,NULL,NULL,"NO","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dataset_methods","dataset_method_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dataset_methods","dataset_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_datasets","dataset_id",NULL,NULL,NULL,NULL,NULL
"public","tbl_dataset_methods","method_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_methods","method_id",NULL,NULL,NULL,NULL,NULL
"public","tbl_dataset_methods","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dataset_submission_types","submission_type_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_dataset_submission_types","submission_type_id","Primary key (automatically incremented).","column"
"public","tbl_dataset_submission_types","submission_type",2,"character varying",NULL,NULL,60,"NO","NO","NO",NULL,NULL,"public","tbl_dataset_submission_types","submission_type","A concise name showing the type of dataset submission (e.g., 'Original Submission', 'Ingestion from External Database').","column"
"public","tbl_dataset_submission_types","description",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_dataset_submission_types","description","A detailed explanation of the dataset submission type, describing the method of data ingestion.","column"
"public","tbl_dataset_submission_types","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dataset_submissions","dataset_submission_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_dataset_submissions","dataset_submission_id","Primary key (automatically incremented).","column"
"public","tbl_dataset_submissions","dataset_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_datasets","dataset_id","public","tbl_dataset_submissions","dataset_id","Specifies the dataset related to the submission.","column"
"public","tbl_dataset_submissions","submission_type_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_dataset_submission_types","submission_type_id","public","tbl_dataset_submissions","submission_type_id","Specifies the type or category of the submission event.","column"
"public","tbl_dataset_submissions","contact_id",4,"integer",32,0,NULL,"NO","NO","YES","tbl_contacts","contact_id","public","tbl_dataset_submissions","contact_id","Identifies the contact person or organization responsible for the dataset submission.","column"
"public","tbl_dataset_submissions","date_submitted",5,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_dataset_submissions","date_submitted","The timestamp indicating when the submission was completed.","column"
"public","tbl_dataset_submissions","notes",6,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_dataset_submissions","notes","Contains supplementary information regarding the submission, such as its origin if not documented elsewhere (e.g., BugsCEP).","column"
"public","tbl_dataset_submissions","date_updated",7,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_datasets","dataset_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_datasets","dataset_id","Primary key (automatically incremented).","column"
"public","tbl_datasets","master_set_id",2,"integer",32,0,NULL,"YES","NO","YES","tbl_dataset_masters","master_set_id","public","tbl_datasets","master_set_id","Specifies the master set to which this dataset belongs.","column"
"public","tbl_datasets","data_type_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_data_types","data_type_id","public","tbl_datasets","data_type_id","Specifies the type of data contained in the dataset.","column"
"public","tbl_datasets","method_id",4,"integer",32,0,NULL,"YES","NO","YES","tbl_methods","method_id","public","tbl_datasets","method_id","Specifies the method of analysis used for this dataset.","column"
"public","tbl_datasets","biblio_id",5,"integer",32,0,NULL,"YES","NO","YES","tbl_biblio","biblio_id","public","tbl_datasets","biblio_id","Specifies the publication that describes or mentions the dataset.","column"
"public","tbl_datasets","updated_dataset_id",6,"integer",32,0,NULL,"YES","NO","YES","tbl_datasets","dataset_id","public","tbl_datasets","updated_dataset_id","Specifies any subsequent version of this dataset.","column"
"public","tbl_datasets","project_id",7,"integer",32,0,NULL,"YES","NO","YES","tbl_projects","project_id","public","tbl_datasets","project_id","Specifies the project related to this dataset.","column"
"public","tbl_datasets","dataset_name",8,"character varying",NULL,NULL,50,"NO","NO","NO",NULL,NULL,"public","tbl_datasets","dataset_name","A unique identifier for the dataset at this site, potentially matching the sample group name or created for clarity and context.","column"
"public","tbl_datasets","date_updated",9,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_datasets","dataset_uuid",10,"uuid",NULL,NULL,NULL,"NO","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dating_labs","dating_lab_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_dating_labs","dating_lab_id","Primary key (automatically incremented).","column"
"public","tbl_dating_labs","contact_id",2,"integer",32,0,NULL,"YES","NO","YES","tbl_contacts","contact_id","public","tbl_dating_labs","contact_id","Identifies the contact person or organization related to the dating lab.","column"
"public","tbl_dating_labs","international_lab_id",3,"character varying",NULL,NULL,10,"NO","NO","NO",NULL,NULL,"public","tbl_dating_labs","international_lab_id","Standardized identifier for the radiocarbon lab, as listed on radiocarbon.org/laboratories.","column"
"public","tbl_dating_labs","lab_name",4,"character varying",NULL,NULL,100,"YES","NO","NO",NULL,NULL,"public","tbl_dating_labs","lab_name","Official name of the radiocarbon lab, standardized according to radiocarbon.org/laboratories.","column"
"public","tbl_dating_labs","country_id",5,"integer",32,0,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_dating_labs","country_id","Specifies the country where the dating lab is located.","column"
"public","tbl_dating_labs","date_updated",6,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dating_material","dating_material_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_dating_material","dating_material_id","Primary key (automatically incremented).","column"
"public","tbl_dating_material","geochron_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_geochronology","geochron_id","public","tbl_dating_material","geochron_id","Specifies the geochronological context of the dating material.","column"
"public","tbl_dating_material","taxon_id",3,"integer",32,0,NULL,"YES","NO","YES","tbl_taxa_tree_master","taxon_id","public","tbl_dating_material","taxon_id","Specifies the taxonomic unit related to this record.","column"
"public","tbl_dating_material","material_dated",4,"character varying",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_dating_material","material_dated","Text field describing the specific material that was dated.","column"
"public","tbl_dating_material","description",5,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_dating_material","description","Detailed description of the dating material.","column"
"public","tbl_dating_material","abundance_element_id",6,"integer",32,0,NULL,"YES","NO","YES","tbl_abundance_elements","abundance_element_id","public","tbl_dating_material","abundance_element_id","Specifies the abundance element related to the material.","column"
"public","tbl_dating_material","date_updated",7,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dating_uncertainty","dating_uncertainty_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_dating_uncertainty","dating_uncertainty_id","Primary key (automatically incremented).","column"
"public","tbl_dating_uncertainty","date_updated",2,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dating_uncertainty","description",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_dating_uncertainty","description","A description of the type of dating uncertainty.","column"
"public","tbl_dating_uncertainty","uncertainty",4,"character varying",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_dating_uncertainty","uncertainty","A brief code or label showing the type of dating uncertainty, such as 'from', 'to', or 'Ca.'.","column"
"public","tbl_dendro","dendro_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro","analysis_entity_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_analysis_entities","analysis_entity_id",NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro","measurement_value",3,"character varying",NULL,NULL,NULL,"NO","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro","dendro_lookup_id",5,"integer",32,0,NULL,"NO","NO","YES","tbl_dendro_lookup","dendro_lookup_id",NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_date_notes","dendro_date_note_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_date_notes","dendro_date_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_dendro_dates","dendro_date_id",NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_date_notes","note",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_date_notes","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_dates","dendro_date_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_dates","season_id",2,"integer",32,0,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_dates","dating_uncertainty_id",3,"integer",32,0,NULL,"YES","NO","YES","tbl_dating_uncertainty","dating_uncertainty_id",NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_dates","dendro_lookup_id",4,"integer",32,0,NULL,"NO","NO","YES","tbl_dendro_lookup","dendro_lookup_id",NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_dates","age_type_id",5,"integer",32,0,NULL,"NO","NO","YES","tbl_age_types","age_type_id",NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_dates","analysis_entity_id",6,"integer",32,0,NULL,"NO","NO","YES","tbl_analysis_entities","analysis_entity_id",NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_dates","age_older",7,"integer",32,0,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_dates","age_younger",8,"integer",32,0,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_dates","date_updated",9,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_dates","age_range",10,"int4range",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_lookup","dendro_lookup_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_lookup","method_id",2,"integer",32,0,NULL,"YES","NO","YES","tbl_methods","method_id",NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_lookup","name",3,"character varying",NULL,NULL,NULL,"NO","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_lookup","description",4,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dendro_lookup","date_updated",5,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dimensions","dimension_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_dimensions","dimension_id","Primary key (automatically incremented).","column"
"public","tbl_dimensions","date_updated",2,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_dimensions","dimension_abbrev",3,"character varying",NULL,NULL,40,"YES","NO","NO",NULL,NULL,"public","tbl_dimensions","dimension_abbrev","Abbreviation for the dimension type.","column"
"public","tbl_dimensions","dimension_description",4,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_dimensions","dimension_description","Detailed description of the dimension.","column"
"public","tbl_dimensions","dimension_name",5,"character varying",NULL,NULL,50,"NO","NO","NO",NULL,NULL,"public","tbl_dimensions","dimension_name","Name of the dimension type.","column"
"public","tbl_dimensions","unit_id",6,"integer",32,0,NULL,"YES","NO","YES","tbl_units","unit_id","public","tbl_dimensions","unit_id","Specifies the unit of measurement used for the dimension.","column"
"public","tbl_dimensions","method_group_id",7,"integer",32,0,NULL,"YES","NO","YES","tbl_method_groups","method_group_id","public","tbl_dimensions","method_group_id","Specifies the method group, limiting dimension application by group (e.g., size measurements, coordinate systems).","column"
"public","tbl_ecocode_definitions","ecocode_definition_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_ecocode_definitions","ecocode_definition_id","Primary key (automatically incremented).","column"
"public","tbl_ecocode_definitions","abbreviation",2,"character varying",NULL,NULL,10,"YES","NO","NO",NULL,NULL,"public","tbl_ecocode_definitions","abbreviation","A short form or acronym representing the ecocode.","column"
"public","tbl_ecocode_definitions","date_updated",3,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_ecocode_definitions","definition",4,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_ecocode_definitions","definition","A detailed explanation of the ecocode category.","column"
"public","tbl_ecocode_definitions","ecocode_group_id",5,"integer",32,0,NULL,"YES","NO","YES","tbl_ecocode_groups","ecocode_group_id","public","tbl_ecocode_definitions","ecocode_group_id","Specifies the ecocode group to which this definition belongs.","column"
"public","tbl_ecocode_definitions","name",6,"character varying",NULL,NULL,150,"YES","NO","NO",NULL,NULL,"public","tbl_ecocode_definitions","name","The name of the ecocode category.","column"
"public","tbl_ecocode_definitions","notes",7,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_ecocode_definitions","notes","Additional information or comments about the ecocode.","column"
"public","tbl_ecocode_definitions","sort_order",8,"smallint",16,0,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_ecocode_definitions","sort_order","Indicates the display order of ecocode definitions.","column"
"public","tbl_ecocode_groups","ecocode_group_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_ecocode_groups","ecocode_group_id","Primary key (automatically incremented).","column"
"public","tbl_ecocode_groups","date_updated",2,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_ecocode_groups","definition",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_ecocode_groups","definition","Detailed description of the ecocode group, outlining its characteristics and purpose.","column"
"public","tbl_ecocode_groups","ecocode_system_id",4,"integer",32,0,NULL,"YES","NO","YES","tbl_ecocode_systems","ecocode_system_id","public","tbl_ecocode_groups","ecocode_system_id","Specifies the ecocode system to which this group belongs.","column"
"public","tbl_ecocode_groups","name",5,"character varying",NULL,NULL,200,"YES","NO","NO",NULL,NULL,"public","tbl_ecocode_groups","name","Full name of the ecocode group.","column"
"public","tbl_ecocode_groups","abbreviation",6,"character varying",NULL,NULL,255,"YES","NO","NO",NULL,NULL,"public","tbl_ecocode_groups","abbreviation","Shortened form of the ecocode group name for quick reference.","column"
"public","tbl_ecocode_systems","ecocode_system_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_ecocode_systems","ecocode_system_id","Primary key (automatically incremented).","column"
"public","tbl_ecocode_systems","biblio_id",2,"integer",32,0,NULL,"YES","NO","YES","tbl_biblio","biblio_id","public","tbl_ecocode_systems","biblio_id","Specifies the publication that describes or mentions  the ecocode system.","column"
"public","tbl_ecocode_systems","date_updated",3,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_ecocode_systems","definition",4,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_ecocode_systems","definition","Detailed description of the ecocode system.","column"
"public","tbl_ecocode_systems","name",5,"character varying",NULL,NULL,50,"YES","NO","NO",NULL,NULL,"public","tbl_ecocode_systems","name","Name of the ecocode system.","column"
"public","tbl_ecocode_systems","notes",6,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_ecocode_systems","notes","Additional notes or comments about the ecocode system.","column"
"public","tbl_ecocode_systems","ecocode_system_uuid",7,"uuid",NULL,NULL,NULL,"NO","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_ecocodes","ecocode_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_ecocodes","ecocode_id","Primary key (automatically incremented).","column"
"public","tbl_ecocodes","date_updated",2,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_ecocodes","ecocode_definition_id",3,"integer",32,0,NULL,"YES","NO","YES","tbl_ecocode_definitions","ecocode_definition_id","public","tbl_ecocodes","ecocode_definition_id","Specifies the ecocode definition this ecocode belongs to.","column"
"public","tbl_ecocodes","taxon_id",4,"integer",32,0,NULL,"YES","NO","YES","tbl_taxa_tree_master","taxon_id","public","tbl_ecocodes","taxon_id","Specifies the taxonomic unit related to this record.","column"
"public","tbl_feature_types","feature_type_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_feature_types","feature_type_id","Primary key (automatically incremented).","column"
"public","tbl_feature_types","feature_type_name",2,"character varying",NULL,NULL,128,"YES","NO","NO",NULL,NULL,"public","tbl_feature_types","feature_type_name","The name of the feature type, providing a concise label for identification.","column"
"public","tbl_feature_types","feature_type_description",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_feature_types","feature_type_description","A detailed description of the feature type, explaining its characteristics and significance.","column"
"public","tbl_feature_types","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_features","feature_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_features","feature_id","Primary key (automatically incremented).","column"
"public","tbl_features","feature_type_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_feature_types","feature_type_id","public","tbl_features","feature_type_id","Specifies the type of feature.","column"
"public","tbl_features","feature_name",3,"character varying",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_features","feature_name","The established reference name or number for the feature, such as 'well 47', 'anl.3', or 'c107'. Note: A sample may derive from multiple features (e.g., 'c107' within 'well 47'), but each feature should be recorded separately.","column"
"public","tbl_features","feature_description",4,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_features","feature_description","A detailed description of the feature, which may include field and lab notes or interpretative information helpful for analyzing the sample data.","column"
"public","tbl_features","date_updated",5,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_geochron_refs","geochron_ref_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_geochron_refs","geochron_ref_id","Primary key (automatically incremented).","column"
"public","tbl_geochron_refs","geochron_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_geochronology","geochron_id","public","tbl_geochron_refs","geochron_id","Specifies the geochronological record related to this reference.","column"
"public","tbl_geochron_refs","biblio_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_biblio","biblio_id","public","tbl_geochron_refs","biblio_id","Specifies the publication that describes or mentions the geochronological dating.","column"
"public","tbl_geochron_refs","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_geochronology","geochron_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_geochronology","geochron_id","Primary key (automatically incremented).","column"
"public","tbl_geochronology","analysis_entity_id",2,"bigint",64,0,NULL,"NO","NO","YES","tbl_analysis_entities","analysis_entity_id","public","tbl_geochronology","analysis_entity_id","Identifies the specific analysis entity associated with this record.","column"
"public","tbl_geochronology","dating_lab_id",3,"integer",32,0,NULL,"YES","NO","YES","tbl_dating_labs","dating_lab_id","public","tbl_geochronology","dating_lab_id","Foreign key identifying the laboratory that conducted the dating analysis.","column"
"public","tbl_geochronology","lab_number",4,"character varying",NULL,NULL,40,"YES","NO","NO",NULL,NULL,"public","tbl_geochronology","lab_number","Identifier assigned by the laboratory for the sample.","column"
"public","tbl_geochronology","age",5,"numeric",20,5,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_geochronology","age","Measured radiometric age of the sample, expressed in years.","column"
"public","tbl_geochronology","error_older",6,"numeric",20,5,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_geochronology","error_older","Upper bound of the measured error range. Matches 'error_younger' for symmetrical errors.","column"
"public","tbl_geochronology","error_younger",7,"numeric",20,5,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_geochronology","error_younger","Lower bound of the measured error range. Matches 'error_older' for symmetrical errors.","column"
"public","tbl_geochronology","delta_13c",8,"numeric",10,5,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_geochronology","delta_13c","Delta 13C value used for calibration correction, when available.","column"
"public","tbl_geochronology","notes",9,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_geochronology","notes","Additional notes or comments pertinent to this specific date.","column"
"public","tbl_geochronology","date_updated",10,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_geochronology","dating_uncertainty_id",11,"integer",32,0,NULL,"YES","NO","YES","tbl_dating_uncertainty","dating_uncertainty_id","public","tbl_geochronology","dating_uncertainty_id","Specifies the uncertainty category related to the dating method used.","column"
"public","tbl_geochronology","geochron_uuid",12,"uuid",NULL,NULL,NULL,"NO","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_horizons","horizon_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_horizons","horizon_id","Primary key (automatically incremented).","column"
"public","tbl_horizons","date_updated",2,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_horizons","description",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_horizons","description","Detailed description of the soil horizon.","column"
"public","tbl_horizons","horizon_name",4,"character varying",NULL,NULL,15,"NO","NO","NO",NULL,NULL,"public","tbl_horizons","horizon_name","Name or designation of the soil horizon.","column"
"public","tbl_horizons","method_id",5,"integer",32,0,NULL,"NO","NO","YES","tbl_methods","method_id","public","tbl_horizons","method_id","Specifies the method used to identify or classify the horizon.","column"
"public","tbl_identification_levels","identification_level_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_identification_levels","identification_level_id","Primary key (automatically incremented).","column"
"public","tbl_identification_levels","identification_level_abbrev",2,"character varying",NULL,NULL,50,"YES","NO","NO",NULL,NULL,"public","tbl_identification_levels","identification_level_abbrev","Abbreviation for the identification level, used for quick reference.","column"
"public","tbl_identification_levels","identification_level_name",3,"character varying",NULL,NULL,50,"YES","NO","NO",NULL,NULL,"public","tbl_identification_levels","identification_level_name","The full name of the identification level, providing a detailed description.","column"
"public","tbl_identification_levels","notes",4,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_identification_levels","notes","Additional information or remarks related to the identification level.","column"
"public","tbl_identification_levels","date_updated",5,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_image_types","image_type_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_image_types","image_type_id","Primary key (automatically incremented).","column"
"public","tbl_image_types","date_updated",2,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_image_types","description",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_image_types","description","A brief explanation of the image type's purpose.","column"
"public","tbl_image_types","image_type",4,"character varying",NULL,NULL,40,"NO","NO","NO",NULL,NULL,"public","tbl_image_types","image_type","The specific category or designation of the image.","column"
"public","tbl_imported_taxa_replacements","imported_taxa_replacement_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_imported_taxa_replacements","date_updated",2,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
